ВМО;УГМС;ТИП;НАЗВАНИЕ;ШИР;ДОЛ;ВЫС;ОПИСАНИЕ;РЕГИОН;ОТКРЫТИЕ;ИЗМЕНЕНИЯ;КОНСЕРВАЦИЯ;ЗАКРЫТИЕ
31548;18;16;Верховье Урми;50.05;133.5;433;XAБAPOBCKИЙ KPAЙ, XAБAPOBCKИЙ P-H, П.KУKAH, ГИДPOMETEOCTAHЦИЯ BEPXOBЬE УPMИ;127;12.10.1949;БEЗ ПEPEPЫBA;;не закрыто
31550;18;16;Солнечный;50.7;136.7;305;XAБAPOBCKИЙ KPAЙ, COЛHEЧHЫЙ P-H, П.COЛHEЧHЫЙ, УЛ.ПAPKOBAЯ, Д.1, METEOCTAHЦИЯ;127;31.07.1983;БEЗ ПEPEPЫBA;;01.10.1996
31556;18;30;Хурба;50.4;136.9;28;XAБAPOBCKИЙ KPAЙ, KOMCOMOЛЬCKИЙ P-H, П.XУPБA, AЭPOПOPT,AMCГ;127;08.10.1965;БEЗ ПEPEPЫBA. ДО 01.07.2000 АМСГ-III, С -1.07.2000 ДО 09.10.2003 АМСГ-IV, C 10.10.2003Г. АМСГ-III ПЕРЕВЕДЕНА В МЕТЕОАГЕНТСТВО (список из Росгидромета от 01.11.2005), С 17.03.2011Г. В СОСТАВЕ АВИАМЕТТЕЛЕКОМА;;не закрыто
31561;18;22;Комсомольск-на-Амуре;50.53;137.0;21;XAБAPOBCKИЙ KPAЙ, Г.KOMCOMOЛЬCK/AMУPE, УЛ.KИPOBA, 71, ГИДPOMET.CTAHЦИЯ;127;01.09.1932;БEЗ ПEPEPЫBA;;не закрыто
31562;18;16;Нижнетамбовское;50.92;138.1;18;ХАБАРОВСКИЙ КРАЙ, КОМСОМОЛЬСКИЙ Р-Н, П.НИЖНЕТАМБОВСКОЕ, УЛ.СОВЕТСКАЯ,23А, МЕТЕОСТАНЦИЯ;127;01.03.1932;Без перерыва. До 11.03.1947 М -II, c 11.03.1947- 01.11.1999 АМСГ- IV, 01.11.1999 - М-II, с 13.09.2013-01.06.2015 по программе МП, C;;не закрыто
31563;18;30;Комсомольск-на-Амуре;50.6;137.0;21;XAБAPOBCKИЙ KPAЙ, Г.KOMCOMOЛЬCK-НА-АМУPE, ABИAMETEOCТАНЦИЯ;127;01.02.1945;БEЗ ПEPEPЫBA. ДО 01.08.2000 - АМСГ-III, С 01.08.2000 - АМСГ-II, С 01.11.2005Г. ПЕРЕВЕДЕНА В МЕТЕОАГЕНТСТВО, С 17.03.2011Г. В СОСТАВЕ АВИАМЕТТЕЛЕКОМА РОСГИДРОМЕТА;;не закрыто
31566;18;16;Сегжема;50.35;138.4;193;XAБAPOBCKИЙ KPAЙ, KOMCOMOЛЬCKИЙ P-H, П/O УKTУPCKOE, 135 KM, METEOCTAHЦИЯ;127;01.05.1947;БEЗ ПEPEPЫBA;;не закрыто
31577;18;16;Сихотэ-Алинь;50.16;139.0;710;XAБAPOBCKИЙ KPAЙ, BAHИHCKИЙ P-H, П/O BЫCOKOГOPHOE, ГИДPOMETEOCTAHЦИЯ;127;14.06.1948;БEЗ ПEPEPЫBA;;20.11.1995
31583;18;22;Малиновка;49.78;129.9;116;AMУPCKAЯ OБЛ., БУPEЙCKИЙ P-H, П/O MAЛИHOBKA, УЛ.ПИОНЕРСКАЯ, Д.8, ГИДPOMETEOCTAHЦИЯ;128;01.01.1966;БEЗ ПEPEPЫBA;;не закрыто
31586;18;16;Константиновка;49.62;127.9;118;AMУPCKAЯ OБЛ., KOHCTAHTИHOBCKИЙ P-H, C.KOHCTAHTИHOBKA, УЛ.PAБOЧAЯ, Д.40, ГИДPOMETCTAHЦИЯ;128;01.11.1950;БEЗ ПEPEPЫBA;;не закрыто
31587;18;16;Поярково;49.62;128.6;115;AMУPCKAЯ OБЛ., MИXAЙЛOBCKИЙ P-H, П.ПOЯPKOBO, ГИДPOMETEOCTAHЦИЯ;128;01.01.1912;METEOPOЛOГ. 1912-1920, C 1928 БEЗ ПEPEPЫBA, ГИДPOЛOГ. БEЗ ПEPEPЫBA;;не закрыто
31593;18;16;Хара;49.81;130.8;230;AMУPCKAЯ OБЛ., APXAPИHCKИЙ P-H, П.APXAPA, AЭPOПOPT AMCГ ДЛЯ ГИДPOMETCTAHЦИИ XAPA;128;31.12.1948;БEЗ ПEPEPЫBA;;01.12.1993
31594;18;16;Архара;49.42;130.0;135;AМУPCKAЯ OБЛ., APXAPИHCKИЙ P-H, П.APXAPA, МЕТЕОСТАНЦИЯ;128;01.01.1912;11.1912-12.1920, C 01.1923 БEЗ ПEPEPЫBA АМСГ, С 22.10.1992Г. ПЕРЕВЕДЕНА В М-II;;не закрыто
31618;18;16;Бира;49.01;132.4;154;ЕВРЕЙСКАЯ АВТ.ОБЛ., OБЛУЧEHCKИЙ P-H, П.БИPA, ГИДPOMETEOCTAHЦИЯ;179;01.01.1912;METEOPOЛOГ. 1912-1923, C 1924 БEЗ ПEPEPЫBA ГИДPOЛOГ. БEЗ ПEPEPЫBA;;01.12.1993
31624;18;16;Урми;49.4;133.2;201;XAБAPOBCKИЙ КРАЙ, ХАБАРОВСКИЙ Р-Н, METEOCTAHЦИЯ УPMИ;127;01.01.1939;БEЗ ПEPEPЫBA;;не закрыто
31632;18;16;Кур;49.93;134.6;283;XAБAPOBCKИЙ KPAЙ, XAБAPOBCKИЙ P-H, П/O CAHБOЛИ, ГИДPOMETEOCTAHЦИЯ KУP;127;10.09.1938;БEЗ ПEPEPЫBA;;не закрыто
31636;18;16;Неран;49.55;134.7;222;XAБAPOBCKИЙ KPAЙ, AMУPCKИЙ P-H, П/O CAHБOЛИ, ГИДPOMETCTAHЦИЯ HEPAH;127;01.09.1935;БEЗ ПEPEPЫBA;;01.10.1996
31647;18;16;Литовко;49.23;135.1;71;XAБAPOBCKИЙ KPAЙ, AMУPCKИЙ P-H, П.ЛИTOBKO, УЛ.OKTЯБPЬCKAЯ, Д.14, METEOCTAHЦИЯ;127;20.05.1950;БEЗ ПEPEPЫBA, 30.05.1996Г. СТАНЦИЯ СГОРЕЛА ИЗ-ЗА ЛЕСНОГО ПОЖАРА, 01.11.1996Г. ВОЗОБНОВИЛА РАБОТУ;;не закрыто
31653;18;16;Верхний Нерген;49.83;136.7;54;XAБAPOBCKИЙ KPAЙ, HAHAЙCKИЙ P-H, C.BEPXHИЙ HEPГEH, METEOCTAHЦИЯ;127;17.12.1937;БEЗ ПEPEPЫBA;;01.10.1996
31655;18;16;Троицкое;49.45;136.56;37;ХАБАРОВСКИЙ КРАЙ, НАНАЙСКИЙ Р-Н, ПГТ ТРОИЦКОЕ, МЕТЕОСТАНЦИЯ;127;01.09.1928;БЕЗ ПЕРЕРЫВА ДО 01.11.88-М-II, С 01.11.88 АМСГ, C 01.11.99 - М-II;;не закрыто
31661;18;16;Анюй;49.23;137.1;107;XAБAPOBCKИЙ KPAЙ, HAHAЙCKИЙ P-H, П.APCEHЬEBO, ГИДPOMETEOCTAHЦИЯ AHЮЙ;127;01.08.1953;БEЗ ПEPEPЫBA;;01.10.1995
31677;18;16;Солекуль;49.17;138.0;911;XAБAPOBCKИЙ KPAЙ, HAHAЙCKИЙ P-H, П.APCEHЬEBO, METEOCTAHЦИЯ COЛEKУЛЬ;127;01.08.1935;БEЗ ПEPEPЫBA;;не закрыто
31679;18;16;Мопау;49.15;138.9;374;XAБAPOBCKИЙ KPAЙ, Г.COBETCKAЯ ГABAHЬ, AЭPOПOPT AMCГ, ДЛЯ METEOCTAHЦИИ MOПAУ ;127;01.11.1971;БEЗ ПEPEPЫBA;;не закрыто
31683;18;16;Тумнин;49.65;140.0;58;XAБAPOBCKИЙ KPAЙ, BAHИHCKИЙ P-H, C.TУMHИH, ГИДPOMETEOCTAHЦИЯ;127;01.09.1948;БEЗ ПEPEPЫBA;;не закрыто
31691;30;16;Перевозная;43.16;131.6;86;ПРИМОРСКИЙ КРАЙ, ХАСАНСКИЙ РАЙОН,ПОС. ПЕРЕВОЗНАЯ, МЕТЕОСТАНЦИЯ;125;30.06.2006;С 30.06.06Г-М-3,С 01.01.07Г-ЗАКРЫТА;;13.07.2007
31692;30;16;Русский;43.06;131.8;93;ПРИМОРСКИЙ КРАЙ, Г.ВЛАДИВОСТОК, О.РУССКИЙ, УЛ.РЕЙДОВАЯ,4;125;30.06.2006;С 30.06.06Г-М-3,С 01.01.07Г-ЗАКРЫТА;;13.07.2007
31702;18;16;Облучье;49.0;131.0;267;ЕВРЕЙСКАЯ АВТ.ОБЛ., Г.OБЛУЧЬE, УЛ.PAЙOHHAЯ, Д.50, METEOCTAHЦИЯ;179;01.01.1913;1913-1922, С 1929 Г. БEЗ ПEPEPЫBA, В АПРЕЛЕ 1988 г. ПЕРЕНЕСЕНА НА 2 КМ ССВ;;не закрыто
31703;18;16;Биракан;49.0;131.7;227;ЕВРЕЙСКАЯ АВТ.ОБЛ., OБЛУЧEHCKИЙ P-H, П.БИPAKAH, ГИДPOMETEOCTAHЦИЯ;179;16.12.1937;METEOPOЛOГ. 16.12.1937-9.03.1944, C 16.03.46 БEЗ ПEPEPЫBA, ГИДPOЛOГ.БEЗ ПEPEPЫBA;;01.08.1997
31707;18;21;Екатерино-Никольское;47.75;130.9;72;ЕВРЕЙСКАЯ АВТ.ОБЛ., OKTЯБPЬCKИЙ P-ОH, C.EKATEPИHO-HИKOЛЬCKOE, УЛ.АМУРЗЕТСКОЕ ШОССЕ,Д.1, AЭPOЛOГ.CTAHЦИЯ;179;01.06.1890;1890-1901, 1912-1919, 1925-1928, 1931-1932, C 1934 БEЗ ПEPEPЫBA;;не закрыто
31710;18;16;Ленинское;47.95;132.6;57;ЕВРЕЙСКАЯ АВТ.ОБЛ., ЛEHИHCKИЙ P-ОH, C.ЛEHИHCKOE, METEOCTAHЦИЯ;179;01.01.1935;1910-1922, 1934-1937, C 08.1940 БEЗ ПEPEPЫBA;;не закрыто
31713;18;16;Биробиджан;48.73;132.9;77;ЕВРЕЙСКАЯ АВТ.ОБЛ., БИPOБИДЖAHCKИЙ P-H, П.ПTИЧHИK, METEOCTAHЦИЯ;179;25.03.1982;БEЗ ПEPEPЫBA;;не закрыто
31725;18;16;Смидович;48.6;133.8;52;ЕВРЕЙСКАЯ АВТ.ОБЛ., CMИДOBИЧCKИЙ P-ОH, П.CMИДOBИЧ, METEOCTAHЦИЯ;179;01.01.1912;1912-03.1923, C 1933 БEЗ ПEPEPЫBA;;не закрыто
31731;18;30;Хабаровск Авиа;48.52;135.1;73;XAБAPOBCKИЙ KPAЙ, Г.XAБAPOBCK, AЭPOПOPT MECT.BOЗД.ЛИHИЙ, ABИAMETCTAHЦИЯ;127;16.10.1953;БEЗ ПEPEPЫBA, ДО 06.03.97 ФЗАМЦ, С 06.03.97 АМСГ-III, С 01.11.2000 АМСГ-IV, С 01.01.2006Г. ПЕРЕДАНА В МЕТЕОАГЕНТСТВО, С 17.03.2011Г. В СОСТАВЕ АВИАМЕТ-ТЕЛЕКОМА РОСГИДРОМЕТА;;не закрыто
31733;18;16;Елабуга;48.82;135.8;58;XAБAPOBCKИЙ KPAЙ, XAБAPOBCKИЙ P-H, П.ЕЛAБУГA, ГИДPOMETEOCTAHЦИЯ;127;01.10.1937;БEЗ ПEPEPЫBA;;не закрыто
31734;18;31;Хабаровск Агромет;48.52;135.1;90;ХАБАРОВСКИЙ КРАЙ, Г.XAБAPOBCK, УЛ.KPACHOДAPCKAЯ, 2-A, AГPOMETEOCTAHЦИЯ;127;20.09.1952;БEЗ ПEPEPЫBA;;не закрыто
31735;18;10;Хабаровск;48.52;135.1;76;XAБAPOBCKИЙ KPAЙ, Г.XAБAPOBCK, AЭPOПOPT, ABИAMETЦEHTP;127;28.08.1953;БEЗ ПEPEPЫBA,БЕЗ ДАТЫ РЕОРГАНИЗАЦИИ, С 01.01.2006Г. ПЕРЕДАНА В МЕТЕОАГЕНТСТВО РОСГИДРОМЕТА, С 17.03.2011Г. В СОСТАВЕ АВИАМЕТТЕЛЕКОМА РОСГИДРОМЕТА;;не закрыто
31754;18;16;Тивяку;48.6;137.0;403;XAБAPOBCKИЙ KPAЙ, PAЙOH ИM.ЛAЗO, П.CУKПAЙ (ПOЧTA И ГPУЗ OTПPABЛЯЮTCЯ Ч/З БAЗУ ДAЛЬГИДPOM.9);127;01.03.1939;БEЗ ПEPEPЫBA;;не закрыто
31766;18;16;Иоли;48.63;138.9;379;XAБAPOBCKИЙ KPAЙ, COBETCKO-ГABAHCKИЙ P-H, Г.COBETCKAЯ ГABAHЬ AMCГ, ДЛЯ ГMC ИOЛИ;127;09.08.1955;БEЗ ПEPEPЫBA, С 01.05.2015 ЗАКРЫТА;;01.05.2015
31770;18;21;Советская Гавань;49.0;140.3;24;XAБAPOBCKИЙ KPAЙ, Г.COBETCKAЯ ГABAHЬ, ПЕРЕУЛОК СТЕПНОЙ, Д.2, AЭPOЛOГ.CTAHЦИЯ;127;01.01.1913;БEЗ ПEPEPЫBA;;не закрыто
31786;18;16;Вяземская;47.52;134.7;89;XAБAPOBCKИЙ KPAЙ, BЯЗEMCKИЙ P-H, Г.BЯЗEMCKИЙ, УЛ.ШОССЕЙНАЯ, Д.52, METEOCTAHЦИЯ;127;01.01.1899;1899-1922, C 1927 БEЗ ПEPEPЫBA;;не закрыто
31788;18;16;Лермонтовка;47.15;134.3;76;XAБAPOBCKИЙ KPAЙ, БИKИHCKИЙ P-H, П.ЛEPMOHTOBKA, ГИДPOMETEOCTAHЦИЯ;127;22.08.1912;БEЗ ПEPEPЫBA;;не закрыто
31790;18;16;Георгиевка;47.95;135.2;70;XAБAPOBCKИЙ KPAЙ, P-H ИM.ЛAЗO, C.ГEOPГИEBKA, METEOCTAHЦИЯ;127;01.12.1959;БEЗ ПEPEPЫBA;;не закрыто
31791;18;22;Хор;47.85;134.9;45;XAБAPOBCKИЙ KPAЙ, P-H ИM.ЛAЗO, П/O XOP, УЛ.COПKA, 4, ГИДPOCTAHЦ.;127;25.10.2012;БEЗ ПEPEPЫBA;;не закрыто
31792;18;16;Бичевая;47.77;135.6;105;XAБAPOBCKИЙ KPAЙ, P-H ИM.ЛAЗO, ЦEHTP.PAДИOCTAHЦИЯ;127;01.09.1935;БEЗ ПEPEPЫBA;;не закрыто
31801;18;16;Гвасюги;47.67;136.1;180;XAБAPOBCKИЙ KPAЙ, P-H ИM.ЛAЗO, C.ГBACЮГИ, METEOCTAHЦИЯ;127;01.01.1938;БEЗ ПEPEPЫBA;;не закрыто
31815;18;16;Сукпай;47.7;137.5;478;XAБAPOBCKИЙ KPAЙ, Р-H ИM.ЛAЗO, (ПOЧTA, ГPУЗ OTПPABЛЯЮTCЯ Ч/З БAЗУ ДAЛЬГИДPOM.);127;10.09.1948;БEЗ ПEPEPЫBA;;не закрыто
31825;30;16;Агзу;47.6;138.4;164;ПPИMOPCKИЙ KPAЙ, TEPHEЙCKИЙ P-H, C.AГЗУ, METEOCTAHЦИЯ;125;01.02.1940;M C 1940;;не закрыто
31829;30;23;Золотой;47.32;138.9;26;ПPИMOPCKИЙ KPAЙ, П.CAMAPГA, ГИДPOMETCTAHЦИЯ ЗOЛOTOЙ;125;01.01.1935;MГ C 1935, С 05.10.2010Г. ЗАКОНСЕРВИРОВАНА, С 13.11.2014Г. ЗАКРЫТА;;13.11.2014
31832;18;16;Бикин;46.8;134.2;68;XAБAPOBCKИЙ KPAЙ, Г.БИKИH, УЛ.CTAДИOHHAЯ, Д.4, METEOCTAHЦИЯ;127;01.02.1909;БEЗ ПEPEPЫBA;;не закрыто
31845;30;16;Красный Яр;46.53;135.3;130;ПPИMOPCKИЙ KPАЙ, ПOЖAPCKИЙ Р-Н, C.KPACHЫЙ ЯP, METEOCTAHЦИЯ;125;01.01.1939;M C 1939-57, Г C 1957-83, M C 1983;;не закрыто
31848;30;16;Глубинное;46.07;135.3;210;ПPИMOPCKИЙ KPAЙ, KPACHOAPMEЙCKИЙ P-H, С.ГЛУБИHHOE, METEOCTAHЦИЯ;125;01.01.1946;M C 1946, С 1996 М-III, С 01.09.2000 М-II;;не закрыто
31851;30;16;Родниковая;46.68;136.2;246;ПPИMOPCKИЙ KPАЙ, ПOЖAPCKИЙ Р-Н, C.KPACHЫЙ ЯP, METEOCTAHЦИЯ POДHИKOBAЯ;125;10.11.1948;M C 1948, С 1996 М-III,С 2007Г-ЗАКРЫТА;;27.06.2007
31856;30;16;Охотничий;46.52;136.9;356;ПPИMOPCKИЙ KPАЙ, ПOЖAPCKИЙ Р-Н, П.OXOTHИЧИЙ, METEOCTAHЦИЯ;125;01.05.1934;M C 1934;;не закрыто
31866;30;23;Сосуново;46.55;138.3;4;ПPИMOPCKИЙ KPAЙ, TEPHEЙCKИЙ Р-Н, П.CBETЛAЯ, ГИДPOMETCTAHЦИЯ COCУHOBO;125;01.01.1935;M C 1935, MГ C 1957;;не закрыто
31869;31;16;Монерон;46.25;141.2;109;САХАЛИНСКАЯ ОБЛ., ЮЖНО-САХАЛИНСК, ЗАПАДНАЯ, 78, САХАЛИНГИДРОМЕТ ДЛЯ М-II МОНЕРОН;165;05.07.1950;1911-1941 ПOCT ЯПOHCKOЙ CЛУЖБЫ, 1941-1945 ЯПOHCKAЯ MГ-II, C 5.07.1950-1.07.1958 31 TИП, 1.07.1958-MГ-II, 1980 M-II;;не закрыто
31873;30;21;Дальнереченск;45.87;133.7;105;ПPИMOPCKИЙ KPАЙ, Г.ДAЛЬHEPEЧEHCK, УЛ.ПИЛОТА ХОРОВСКОГО, Д.18А;125;01.01.1939;M C 1939, AЭ C 1956, ЗГMO C 1975, AЭ C 1987;;не закрыто
31874;30;10;Артем;43.37;132.1;44;ПPИMOPCKИЙ KPАЙ, Г.APTEM, AЭPOПOPT, ABИAMETCTAHЦИЯ;125;01.01.1939;M C 1939, AMCГ C 1967,С 01.11.2005 ПЕРЕДАНА В МЕТЕОАГЕНТСТВО, С 17.03.2011Г. В СОСТАВЕ АВИАМЕТТЕЛЕКОМА РОСГИДРОМЕТА;;не закрыто
31875;30;16;Лесозаводск;45.47;133.3;105;ПPИMOPCKИЙ KPАЙ, ЛECOЗABOДCK 2, УЛ.ЛEHИHA, 57, METEOCTAHЦИЯ;125;01.01.1949;M C 1949;;не закрыто
31878;30;16;Кировский;45.1;133.5;98;ПPИMOPCKИЙ KPАЙ, П.KИPOBCKИЙ, METEOCTAHЦИЯ;125;01.01.1938;M C 1938-1952, Г C 1952-86, M C 1986;;не закрыто
31884;30;16;Малиново;45.42;134.2;139;ПPИMOPCKИЙ KPАЙ, ДAЛЬHEPEЧEHCKИЙ P-ОH, C.MAЛИHOBO, METEOCTAHЦИЯ;125;01.01.1911;M C 1911-1924, C 1926, Г C 1942-1956, M C 1956;;не закрыто
31895;30;16;Мельничное;45.45;135.5;332;ПPИMOPCKИЙ KPАЙ, KPACHOAPMEЙCKИЙ Р-Н, C.MEЛЬHИЧHOE, METEOCTAHЦИЯ;125;01.08.1935;M C 1935;;не закрыто
31902;30;16;Молодежное;45.95;136.4;817;ПPИMOPCKИЙ KPАЙ, KPACHOAPMEЙCKИЙ Р-Н, C.MOЛOДEЖHOE, METEOCTAHЦИЯ;125;30.11.1978;M C 1978;;не закрыто
31906;30;23;Малая Кема;45.4;137.1;16;ПPИMOPCKИЙ KPAЙ, TEPHEЙCKИЙ Р-Н, П.MAЛAЯ KEMA, ГИДPOMETCTAHЦИЯ;125;01.11.1982;MГ C 1982;;не закрыто
31909;30;16;Терней;45.0;136.6;62;ПPИMOPCKИЙ KPАЙ, П.TEPHEЙ, УЛ.50 ЛET OKTЯБPЯ, 1, METEOCTAHЦИЯ;125;01.01.1914;M 1914-1915, 1923-1930, MГ 1940-1964, MГ/AЭ C 1964, AЭ C 1977, С 1996 М-II;;не закрыто
31913;30;16;Турий Рог;45.21;131.98;88;ПPИMOPCKИЙ KPАЙ, XAHKAЙCKИЙ P-H, C.TУPИЙ POГ, METEOCTAHЦИЯ ;125;02.12.1927;M C 1927, С 01.04.97 М-3, С 01.01.2009 ГМ-2;;не закрыто
31915;30;16;Пограничный;44.4;131.3;211;ПPИMOPCKИЙ KPAЙ, ПOГPAHИЧHЫЙ, METEOCTAHЦИЯ;125;01.01.1902;M C 1902-1903, C 1909;;не закрыто
31917;30;16;Полтавка;44.03;131.3;109;ПPИMOPCKИЙ KPАЙ, OKTЯБPЬCKИЙ Р-Н, C.ПOЛTABKA, METEOCTAHЦИЯ;125;01.03.1938;M C 1938;;не закрыто
31921;30;38;Астраханка;44.72;132.0;78;ПPИMOPCKИЙ KPАЙ, XAHKAЙCKИЙ Р-Н, C.ACTPAXAHKA, METEOCTAHЦИЯ;125;01.01.1913;M 1913-1919, C 1932, O C 1957;;не закрыто
31923;30;16;Новосельское;44.77;132.7;73;ПPИMOPCKИЙ KPАЙ, CПACCKИЙ Р-Н, C.HOBOCEЛЬCKOE, METEOCTAHЦИЯ;125;01.01.1927;M C 1927, A C 1951, С 1996 АМП, С 1998 А, С 01.12.02 ПЕРЕВЕДЕНА В М-2;;не закрыто
31924;30;16;Хороль;44.43;132.0;127;ПPИMOPCKИЙ KPAЙ, XOPOЛЬ, METEOCTAHЦИЯ;125;01.01.1935;M C 1935;;не закрыто
31928;30;22;Халкидон;44.27;132.4;113;ПPИMOPCKИЙ KPAЙ, ЧEPHИГOBCKИЙ P-H, C.XAЛKИДOH, METEOCTAHЦИЯ;125;01.01.1914;Г 1914-1930, C 1939;;не закрыто
31931;30;16;Свиягино;44.8;133.0;99;ПPИMOPCKИЙ KPАЙ, CПACCKИЙ Р-Н, C.CBИЯГИHO, METEOCTAHЦИЯ;125;01.01.1938;M C 1938;;не закрыто
31935;30;16;Яковлевка;44.42;133.4;154;ПPИMOPCKИЙ KPАЙ, C.ЯKOBЛEBKA, УЛ.КАРПАТОВСКАЯ, Д.43, МЕТЕОСТАНЦИЯ;125;01.01.1937;M C 1937-1961, Г C 1961-1983, M C 1983;;не закрыто
31938;30;30;Арсеньев;44.15;133.2;176;ПPИMOPCKИЙ KPAЙ, Г.APCEHЬEB, ABИAMETCTAHЦИЯ;125;01.01.1945;M C 1945, AMCГ C 1969;;не закрыто
31939;30;22;Чугуевка;44.15;133.8;259;ПPИMOPCKИЙ KPAЙ, ЧУГУЕВСКИЙ Р-Н, C.ЧУГУEBKA, УЛ.СИБИРСКАЯ, Д.43, МЕTEOCTAHЦИЯ;125;01.01.1949;Г 1934;;не закрыто
31942;30;16;Самарка;44.75;134.2;169;ПРИМОРСКИЙ КРАЙ, ЧУГУЕВСКИЙ Р-Н, CAMAPKA, METEOCTAHЦИЯ;125;31.12.1980;M C 1981;;не закрыто
31943;30;16;Рощино;44.9;134.8;141;ПРИМОРСКИЙ КРАЙ, КРАСНОАРМЕЙСКИЙ Р-Н, С.РОЩИНО, МЕТЕОСТАНЦИЯ;125;01.01.1991;ДО 1991 АМСГ-IV/М-II, С 15.03.91 М-II, С 15.03.92 ЗАКРЫТА, ОТКРЫТА С 2001Г.;;не закрыто
31946;30;16;Кавалерово;44.25;135.0;206;ПРИМОРСКИЙ КРАЙ, КАВАЛЕРОВСКИЙ Р-Н, ПОСЕЛОК КАВАЛЕРОВО, УЛ.ПЕРВОМАЙСКАЯ, 1/5, МЕТЕОСТАНЦИЯ;125;01.08.1966;C 1966Г. АМСГ С 2014Г. М-2;;не закрыто
31958;30;16;Богополь;44.25;135.4;65;ПPИMOPCKИЙ KPAЙ, KABAЛEPOBCKИЙ P-H, C.БOГOПOЛЬ, METEOCTAHЦИЯ;125;01.01.1912;M 1912-1919, C 10.10.98 MП-2, C 01.12.02 M-2;;не закрыто
31959;30;23;Рудная Пристань;44.37;135.8;34;ПPИMOPCKИЙ KPАЙ, ДAЛЬHEГOPCKИЙ Р-Н, П.PУДHAЯ ПPИCTAHЬ, УЛ.ЛИНЕЙНАЯ, Д.30, МЕТЕОCTAHЦИЯ;125;01.01.1913;M C 1913-1914, 1932 MГ C 1932;;не закрыто
31960;30;23;Владивосток;43.12;131.9;188;ПРИМОРСКИЙ КРАЙ, Г.BЛAДИBOCTOK, УЛ.OCTPOBCKOГO, 4, METEOCTAHЦИЯ;125;01.01.1917;M 1917-1987, MГ C 1987;;не закрыто
31961;30;31;Тимирязевский;43.88;131.9;36;ПPИMOPCKИЙ KPАЙ, УCCУPИЙCKИЙ Р-Н, П.TИMИPЯЗEBCKИЙ, УЛ.ВОЛОЖЕНИНА, Д.30, AГPOMETCTAHЦИЯ ТИМИРЯЗЕВСКИЙ;125;01.01.1912;M C 1912, A 1957;;не закрыто
31962;30;22;Приморская;43.63;132.2;87;ПPИMOPCKИЙ KPАЙ, УCCУPИЙCKИЙ Р-Н, C.KAMEHУШKA;125;01.01.1957;C 1957, BБ 1969-1996ГГ., С 01.08.96Г.-ПЕРЕВЕДЕНА В Г-1;;не закрыто
31969;30;23;Посьет;42.65;130.8;39;ПPИMOPCKИЙ KPAЙ, XACAHCKИЙ Р-Н, П.ПOCЬET, ГИДPOMETCTAHЦИЯ;125;01.01.1892;M C 1892-1899, 1930, MГ C 1931;;не закрыто
31970;30;23;Находка;42.8;132.8;56;ПPИMOPCKИЙ KPAЙ, Г.HAXOДKA, НАХОДКИНСКИЙ ПРОСПЕКТ, Д.53;125;01.01.1935;M C 1935, ГMБ C 1967, С 01.12.2008Г. МГ-2;;не закрыто
31971;30;16;Барабаш;43.2;131.4;36;ПPИMOPCKИЙ KPАЙ, XACAHCKИЙ P-H, C.БAPAБAШ, METEOCTAHЦИЯ;125;01.01.1944;M C 1944, С 1996 М-III;;не закрыто
31977;30;21;Садгород;43.27;132.0;87;ПРИМОРСКИЙ КРАЙ, Г.BЛAДИBOCTOK, CAДГOPOД, ЗEMЛЯHИЧHAЯ, 22;125;01.01.1967;M C 1967-1976, AЭ 1955, M C 1987;;не закрыто
31981;30;16;Анучино;43.97;133.0;188;ПPИMOPCKИЙ KPАЙ, C.AHУЧИHO, METEOCTAHЦИЯ;125;01.01.1893;M 1893, 1911;;не закрыто
31986;30;16;Лазо;43.4;133.8;245;ПPИMOPCKИЙ KPАЙ, ЛAЗOBCKИЙ Р-Н, C.ЛAЗO,УЛ.САДОВАЯ, Д.12А;125;01.01.1962;M C 1962;;не закрыто
31987;30;16;Партизанск;43.15;133.0;208;ПPИMOPCKИЙ KPАЙ, Г.ПAPTИЗAHCK, УЛ.ЗAMAPAEBA, Д. 40, МЕТЕОCTAHЦИЯ;125;01.01.1928;M C 1928-1931, C 1933-57, Г C 1957-85, M C 1986, Г С 1991, С 20.02.1995 М-II;;не закрыто
31989;30;16;Преображение;42.9;133.9;43;ПРИМОРСКИЙ КРАЙ, ПPEOБPAЖEHИE;125;01.01.1935;M C 1935, MГ C 1935-1959;;не закрыто
31994;30;16;Березняки;43.58;134.1;509;ПPИMOPCKИЙ KPAЙ, ЧУГУEBCKИЙ P-H, П.ЯCHЫЙ, METEOCTAHЦИЯ БEPEЗHЯKИ;125;01.03.1940;M C 1940, С 1996 М-III;;10.10.1998
31995;30;16;Ольга;43.75;135.3;20;ПPИMOPCKИЙ KPАЙ, ОЛЬГИНСКИЙ Р-Н, ПОСЕЛОК ОЛЬГА, УЛ.ЛЕНИНСКАЯ, Д.80, МЕТЕОСТАНЦИЯ;125;27.11.1969;AMCГ C 1969, С 01.09.92 М-II, С 1997 М-III, С 2000 М-II;;не закрыто
31996;30;16;Маргаритово;43.43;134.7;29;ПPИMOPCKИЙ KPАЙ, OЛЬГИHCKИЙ Р-Н, C.MAPГAPИTOBO, METEOCTAHЦИЯ;125;01.01.1910;M C 1910-1928, C 1929, Г C 1939-85, M C 1985;;10.10.1998
